sku,brand,name,size,net_weight,weight_unit,net_volume,volume_unit,gross_weight,gross_weight_unit,parent_category,child_category,description,ingredients,allergen_advice,storage_instructions,energy_kj,enery_kcal,protein,carbohydrates,of_which_sugars,fat,of_which_saturates,fibre,sodium,vitamin_A,VATable,country_of_origin,address,EAN
201186,Typhoon,Lacq Tray - Obl Blk/Red,,,,,,0.057,kg,Kitchen & Non-Food,Tableware,"7.6"" (19.2cm) length, 5.25 (13.3cm) width, 0.25"" (0.5cm) height",,,,,,,,,,,,,,1,Made in Japan,,5027659366276
346627,Tazaki,Peking Dumpling Plate,,,,,,0.217,kg,Kitchen & Non-Food,Tableware,"6.15"" (15.6cm) width/diameter, 0.95"" (2.2cm) height",,,,,,,,,,,,,,1,Made in Japan,,5027659656711
329540,Typhoon,Mug,,,,,,0.267,kg,Kitchen & Non-Food,Tableware,"3.05"" (7.75cm) width/diameter, 3.2"" (8.0cm) height",,,,,,,,,,,,,,1,Made in Japan,,5027659622556
355800,Ching,Soy Sauce Pot,,,,,,0.192,kg,Kitchen & Non-Food,Tableware,"Pot: 2.7"" (6.9cm) width/diameter, 3.45"" (8.5cm) height. Lid: 2.1"" (5.4cm) width/diameter, 0.8"" (1.8cm) height. Entire Pot: 3.6"" (9.2cm) height",,,,,,,,,,,,,,1,Made in Japan,,5027659675071
232835,Typhoon,Teacup Bwn,,,,,,0.198,kg,Kitchen & Non-Food,Tableware,"2.55"" (6.9cm) width/diameter, 2.9"" (7.3cm) height",,,,,,,,,,,,,,1,Made in Japan,,5027659429438
273094,Typhoon,Teacup Blk,,,,,,0.227,kg,Kitchen & Non-Food,Tableware,"2.55"" (6.9cm) width/diameter, 2.9"" (7.3cm) height",,,,,,,,,,,,,,1,Made in Japan,,5027659509659
259853,Typhoon,Teacup Grn,,,,,,0.209,kg,Kitchen & Non-Food,Tableware,"2.55"" (6.9cm) width/diameter, 2.9"" (7.3cm) height",,,,,,,,,,,,,,1,Made in Japan,,5027659483300
351825,SOP,Cleansing Hand Towels,,,,,,0.279,kg,Kitchen & Non-Food,Woks & Accessories,"A clean fresh towel every time, Quick and easy to use, 100% Biodegradable. Do not eat, Avoid dampness, Do not flush, Keep away from children",,,Store in a dry place,,,,,,,,,,,1,Made in China,"S.O.P International Limited, Orland House Mead Lane, Hertford SG13 7AT",5019241300003
311217,Preema,Paper Plate,"9""",,,,,0.935,kg,Kitchen & Non-Food,Woks & Accessories,Quantity: 100,,,,,,,,,,,,,,1,,,5020354237049
311225,Preema,Paper Plate,"18cm 7"" Round",,,,,0.563,kg,Kitchen & Non-Food,Woks & Accessories,,,,,,,,,,,,,,,1,,,5027659585912
124115,Plastico,Forage Cap White,,,,,,1.069,kg,Kitchen & Non-Food,Woks & Accessories,,,,,,,,,,,,,,,1,,,5013873046605
264788,Royal Markets,Latex Gloves (100pc),Large,,,,,0.609,kg,Kitchen & Non-Food,Woks & Accessories,"Non sterile, Ambidextrous, Disposable, Easy fit and Powdered. ",,,"In storage, avoid excessive (40 degrees celsius, 104 fahrenheit)",,,,,,,,,,,1,Made in Malaysia,,5010326057485
016626,Rolin,Bamboo Toothpick,250 pcs,,,,,0.046,kg,Kitchen & Non-Food,Woks & Accessories,,,,,,,,,,,,,,,1,Product of Taiwan,"Imported: W.Wing Yip Plc. 375 Nechells Park Road, Nechells, Birmingham, B7 5NT U.K",4713007005386
268920,Plastico,100 Plastic Knives,100pc,,,,,0.215,kg,Kitchen & Non-Food,Woks & Accessories,,,,,,,,,,,,,,,1,,,5013873015168
268912,Plastico,100 Plastic Forks,100pc,,,,,0.204,kg,Kitchen & Non-Food,Woks & Accessories,,,,,,,,,,,,,,,1,,,5013873015267
268904,Plastico,100 Plastic Spoons,100pc,,,,,0.223,kg,Kitchen & Non-Food,Woks & Accessories,,,,,,,,,,,,,,,1,,,5013873015366
082925,Marigold,Extra Life Kitchen Gloves Small,Small,,,,,0.441,kg,Kitchen & Non-Food,Woks & Accessories,"Contents: 6 pairs. Triple layered to last longer, Roll-top cuffs that stay up and Cotton-lined to be extra comfy",,,,,,,,,,,,,,1,,,05010232037106
023986,Marigold,Extra Life Kitchen Gloves Medium,Medium,,,,,0.484,kg,Kitchen & Non-Food,Woks & Accessories,"Contents: 6 pairs. Triple layered to last longer, Roll-top cuffs that stay up and Cotton-lined to be extra comfy",,,,,,,,,,,,,,1,,,05010232037113
082933,Marigold,Extra Life Kitchen Gloves Large,Large,,,,,0.504,kg,Kitchen & Non-Food,Woks & Accessories,"Contents: 6 pairs. Triple layered to last longer, Roll-top cuffs that stay up and Cotton-lined to be extra comfy",,,,,,,,,,,,,,1,,,05010232037120
261784,Preema,6 Heavy Duty Jumbo Sponge Scourers,6pc,,,,,0.119,kg,Kitchen & Non-Food,Woks & Accessories,,,,,,,,,,,,,,,1,,,5021507786247
307231,Preema,10 Heavy Duty Green Scouring Pads,10pc,,,,,0.255,kg,Kitchen & Non-Food,Woks & Accessories,,,,,,,,,,,,,,,1,,,5021507786476
120576,Abbey,Caterer's Scourers Heavy Duty,10pc,,,,,0.199,kg,Kitchen & Non-Food,Woks & Accessories,,,,,,,,,,,,,,,1,,,5013174000801
012856,Scotch Brite,Scouring Pads,10pc,,,,,0.221,kg,Kitchen & Non-Food,Woks & Accessories,,,,,,,,,,,,,,,1,Made in Spain,"3M United Kingdom PLC, 3M Centre, Cain Road, Bracknell, Berkshire, RG12 8HT",5010027515857
313858,Tai Sun,Fresh Up Towels ,35 pcs,,,,,0.257,kg,Kitchen & Non-Food,Woks & Accessories,,,,,,,,,,,,,,,1,,"Packed by: Tai Sun Paper Products Pte Ltd. No.255 Pandan Loop, Singapore 128433",020916118538
048553,Tai Sun,Fresh Up Towels ,100 pcs,,,,,1.291,kg,Kitchen & Non-Food,Woks & Accessories,,,,,,,,,,,,,,,1,,"Packed by: Tai Sun Paper Products Pte Ltd. No.255 Pandan Loop, Singapore 128434",2091611500
009365,Swantex,Embossed Paper Slip Covers White,"25 pcs, 90x90cm approx",,,,,0.786,kg,Kitchen & Non-Food,Woks & Accessories,,,,,,,,,,,,,,,1,Made in the UK,"Swan Mill Paper Company, Goldsel Road, Swanley, Kent, BR8 8EU",5010326007824
009373,Swantex,Embossed Paper Slip Covers Red,"25 pcs, 90x90cm approx",,,,,0.69,kg,Kitchen & Non-Food,Woks & Accessories,,,,,,,,,,,,,,,1,Made in the UK,"Swan Mill Paper Company, Goldsel Road, Swanley, Kent, BR8 8EU",5010326067378
006825,Swantex,Napkins Red,"125 pcs, 40 x 40cm 2ply",,,,,0.663,kg,Kitchen & Non-Food,Woks & Accessories,,,,,,,,,,,,,,,1,Made in the UK,"Swan Mill Paper Company, Goldsel Road, Swanley, Kent, BR8 8EU",5010326370133
008656,Swantex,Napkins White,"126 pcs, 40 x 40cm 2ply",,,,,0.602,kg,Kitchen & Non-Food,Woks & Accessories,,,,,,,,,,,,,,,1,Made in the UK,"Swan Mill Paper Company, Goldsel Road, Swanley, Kent, BR8 8EU",5010326370096
309674,Swantex,Napkins Cream,"127 pcs, 40 x 40cm 2ply",,,,,0.591,kg,Kitchen & Non-Food,Woks & Accessories,,,,,,,,,,,,,,,1,Made in the UK,"Swan Mill Paper Company, Goldsel Road, Swanley, Kent, BR8 8EU",5010326370119
050963,Swantex,Napkins Pink,"128 pcs, 40 x 40cm 2ply",,,,,0.663,kg,Kitchen & Non-Food,Woks & Accessories,,,,,,,,,,,,,,,1,Made in the UK,"Swan Mill Paper Company, Goldsel Road, Swanley, Kent, BR8 8EU",5010326370102
131888,Swantex,Napkins Yellow,"129 pcs, 40 x 40cm 2ply",,,,,0.644,kg,Kitchen & Non-Food,Woks & Accessories,,,,,,,,,,,,,,,1,Made in the UK,"Swan Mill Paper Company, Goldsel Road, Swanley, Kent, BR8 8EU",5010326009927
365882,Preema,2ply Napkins,"100 pcs, 33cm x 33cm approx",,,,,0.309,kg,Kitchen & Non-Food,Woks & Accessories,Keep out of the reach of children,,,,,,,,,,,,,,1,,"Preema International Ltd, Preema House, 171 Camford Way, Luton, Bedfordshire, LU3 3AN",5021507161716
372383,Stronghold,Jumbo Heavy Duty Refuse Sacks,"50 pcs, 1480mm",,,,,2.291,kg,Kitchen & Non-Food,Woks & Accessories,"Safety first to avoid danger of suffocation, keep away from babies, small children and pets. Please recycle responsibly! ",,,,,,,,,,,,,,1,,,5020354510005
242537,Smith & Bateson LTD,Stronghold Heavy Duty Black Bin Liners,"75 pcs, 58 x 34""",,,,,2.482,kg,Kitchen & Non-Food,Woks & Accessories,,,,,,,,,,,,,,,1,,,5023542050314
019505,Chefwrap,Cling Film Extra Wide,450mm x 300m,,,,,1.251,kg,Kitchen & Non-Food,Woks & Accessories,,,,,,,,,,,,,,,1,,,5034524453092
019497,Chefwrap,Cling Film,300mm x 300m,,,,,0.833,kg,Kitchen & Non-Food,Woks & Accessories,"Chefwrap Cling Film is ideal for wrapping sandwiches, covering plated meals and general food protection.",,,,,,,,,,,,,,1,,,5034524303090
019489,Chefwrap,Aluminium Catering Foil,450mm x 75m,,,,,1.022,kg,Kitchen & Non-Food,Woks & Accessories,Avoid contact with acidic or high salt foods as they can occasionally discolour the foil and cause small holes to appear. To help prevent this lightly coat the foil with cooking oil prior to cooking. Keep foil away from exposed electric elements,,,,,,,,,,,,,,1,,,5034524457526
009985,Chefwrap,Aluminium Catering Foil,300mm x 75m,,,,,0.695,kg,Kitchen & Non-Food,Woks & Accessories,Avoid contact with acidic or high salt foods as they can occasionally discolour the foil and cause small holes to appear. To help prevent this lightly coat the foil with cooking oil prior to cooking. Keep foil away from exposed electric elements,,,,,,,,,,,,,,1,,,5034524307524
376095,Smith & Bateson LTD,Plain Hi-Tensile Food Bags,"225 x 350 (9"" x 14"" app)",,,,,0.689,kg,Kitchen & Non-Food,Woks & Accessories,500 per roll,,,,,,,,,,,,,,1,,,5020354914148
151852,Smith & Bateson LTD,Plain Hi-Tensile Food Bags,"225 x 350 x 450 (9"" x 14"" x 18"" app)",,,,,0.686,kg,Kitchen & Non-Food,Woks & Accessories,250 per roll,,,,,,,,,,,,,,1,,,5020354914155
307199,Preema,Heavy Duty Galvanised Scourers Ex-Large W90,10 pcs,,,,,0.916,kg,Kitchen & Non-Food,Woks & Accessories,Rinse and drain after use; allow to dry thoroughly. Do not leave scourers in water or detergent. Do not use on non-stick surfaces. WARNING: Rubber gloves should be worn when using this product. Do not allow scourer to wrap around fingers or hands. Please rinse utensil thoroughly after using the scourer. Plastic bags can be dangerous. To avoid suffocation keep this bag/wrapper away from small children,,,,,,,,,,,,,,1,,,5021507786360
123596,Britnit,Scouring Pads Ex Large,10 pcs,,,,,0.829,kg,Kitchen & Non-Food,Woks & Accessories,,,,,,,,,,,,,,,1,,,5020695105052
123588,Britnit,Scouring Pads Large,10 pcs,,,,,0.51,kg,Kitchen & Non-Food,Woks & Accessories,,,,,,,,,,,,,,,1,,,5020695105045
003533,Oscar Weil,Extra Large Galvinised Scourers,"10 pcs, 10 x 80g",,,,,0.811,kg,Kitchen & Non-Food,Woks & Accessories,,,,,,,,,,,,,,,1,,,3070232670019
003541,Oscar Weil,Galvinised Scourers,"10 pcs, 50g",,,,,0.514,kg,Kitchen & Non-Food,Woks & Accessories,,,,,,,,,,,,,,,1,,,4003364781055
223495,Wing Yip,Bicarbonate of Soda,,,,5000,g,,kg,Ingredients and Seasoning,Seasonings,,Bicarbonate of Soda,,,,,,,,,,,,,3,,"W.WING YIP PLC 375 Nechells Park Road, Nechells, Birmingham, B7 5NT, UK",5033897100213
010678,Driver's,Driver's Malt Vinegar,,5000,ml,,,,,Oils & Vinegars,Vinegars,A blend of the finest malt vinegar with added spirit vinegar and acetic acid minimum 4% acidity.,"Malt Vinegar (from Barley), Spirit Vinegar (Water, Distilled Alcohol), Acetic Acid",,Store in a cool dry place. Replace cap firmly after each use.,,,,,,,,,,,3,Product of the U.K.,"Driver's Foods LLP Leicester, LE3 1UQ",5021698100327
391177,Driver's,Driver's Spirit Vinegar,,5000,ml,,,,,Oils & Vinegars,Vinegars,A clear white vinegar minimum 5% acidity.,"Spirit Vinegar (Water, Distilled Alcohol), Acetic Acid",,,,,,,,,,,,,3,Product of the U.K.,"Driver's Foods LLP Leicester, LE3 1UQ",5021698100945
022087,Heinz,Lea & Perrins Worcester Sauce,,4000,ml,,,,,Sauces and pastes ,Ingredient Sauces,"Since 1837, we have been making our famous sauce with an expert blend of ingredients that take a full 18 months to mature to give us that unique full flavour that bring food alive! So, when you're cooking why not try… Pouring some into your chilli con carne, mixing it into your stews or casseroles, adding some into your stir fry.","Malt Vinegar (from Barley), Spirit Vinegar, Molasses, Sugar, Salt, Anchovies (Fish), Tamarind Extract, Onions, Garlic, Spice, Flavourings",,Please shake well before use. Some sedimentation of ingredients may occur.,481,113,1.1g,26.7g,19.6g,0.2g,Trace,0.1g,1.5g,,3,Product of the U.K.,"Lea & Perrins Limited, 3 Midland Road, Worcester, WR% 1DT",5000111012126
086785,Wing Yip,Wing Yip Original Chinese Curry Sauce Concentrate,,,,4500,g,,kg,Sauces and pastes ,Curry sauces and pastes ,"Stir-fry some slices of your favourite meats or vegetables, then mic in the ready-made sauce. Or simply enjoy as a potato chip dip or as a pour over sauce.","Wheat Flour, Vegetable Oil, Palm Oil, Curry Powder (12.4%) (Coriander, Chilli, Cumin, Turmeric, Fennel Seed, Mustard Seed, Fenugreek Seed, Black Pepper), Salt, Water, Flavour Enhancer: Monosodium Glutamate, Coconut Cream (1.5%), Spice (0.9%), Onion Powder",Contains Wheatflour & Mustard seed. May contains traces of celery or soya.,Once opened store in a refrigerator (5degrees or less) for up to 8 weeks.,,,,,,,,,,,3,Product of the U.K.,"W.WING YIP PLC 375 Nechells Park Road, Nechells, Birmingham, B7 5NT, UK",5013499007219
086801,Wing Yip,Wing Yip Original Malaysian Curry Sauce Concentrate,,,,4500,g,,kg,Sauces and pastes ,Curry sauces and pastes ,"Stir-fry some slices of your favourite meats or vegetables, then mic in the ready-made sauce. Or simply enjoy as a potato chip dip or as a pour over sauce.","Wheat Flour, Palm Oil, Vegetable Oil, Curry Powder (10.5%) (Coriander, Turmeric, Fennel Seed, Cumin, Fenugreek Seed, Mustard Seed, Chilli Powder, Black Pepper, Salt, Garlic Powder), Spice (4%) (Chilli Powder, Cumin, Liquorice Powder, Coriander, Turmeric),",Contains Wheatflour & Mustard seed. May contains traces of celery or soya.,Once opened store in a refrigerator (5degrees or less) for up to 8 weeks.,,,,,,,,,,,3,Product of the U.K.,"W.WING YIP PLC 375 Nechells Park Road, Nechells, Birmingham, B7 5NT, UK",5013499007226
337634,Wing Yip,Wing Yip Rice Noodles 5MM,,,,2000,g,2.216,kg,"Noodles, Rice & Flour",Rice & Rice Products,,"Rice Flour (90%), Water",,Store in a cool dry place. Once opened use within 1 month.,1546,364,7.0g,82.7g,0.0g,1.0g,0.4g,0.3g,0.0g,,3,Product of the U.K.,"W.WING YIP PLC 375 Nechells Park Road, Nechells, Birmingham, B7 5NT, UK",5027659638748
314229,Mai Siam,Mai Siam Thai Rice Noodle 5MM,,,,2000,g,2.235,kg,"Noodles, Rice & Flour",Rice & Rice Products,,"Rice Flour (90%), Water",,Store in a cool dry place. Once opened use within 1 month.,,365,7.0g,82.7g,0.0g,1.0g,0.4g,0.3g,0.0g,,3,Product of the U.K.,"W.WING YIP PLC 375 Nechells Park Road, Nechells, Birmingham, B7 5NT, UK",5027659591913
281253,Lee Kum Kee,Lee Kum Kee Premium Dark Soy Sauce ,,8000,ml,,,,kg,Ingredients and Seasoning,Soya Sauces,Reddish-Brown Colour Naturally Brewed,"Soy sauce 60% (water, salt, soybeans, wheat flour), colour (E150a, E150c), colour enhancer (E621), sugar, stabilizer (E415).","Contains soybeans, wheat, sulphites.",Tightly close lid after use and keep refrigerated.,,,,,,,,,,,3,Product of China,"Lee Kum Kee (Europe) Ltd. 88 Beaufort Court, Admirals Way, London, E149XL, United Kingdom",7889513094
281246,Lee Kum Kee,Lee Kum Kee Premium Light Soy Sauce ,,8000,ml,,,,kg,Sauces and pastes ,Soya Sauces,Premier Extract Naturally Brewed No added MSG,"Water, Salt, Soybeans 11%, Sugar, Wheat Flour, Flavour Enhancers (E631, E627)","Contains Soybeans, Wheat",Tightly close lid after use and keep refrigerated,,,,,,,,,,,3,Product of China,"Lee Kum Kee (Europe) Ltd. 88 Beaufort Court, Admirals Way, London, E149XL, United Kingdom",78895133301
209296,Pearl River Bridge,Pearl River Bridge Superior Light Soy Sauce ,,8000,ml,,,,kg,Sauces and pastes ,Soya Sauces,PRB Superior Light Soy Sauce is the authentic Chinese flavour enhancer and can be used to season all types of dishes in all different cuisines.,"Water, soybeans 29%, salt, wheat flour, sugar, Preservative: potassium sorbate E202.","Contains soya, wheat gluten.",Refrigerate after opening.,208,49.5,5.49g,6.8g,,0.06g,,,,,3,Product of China,"SeeWoo Foods Limited, SeeWoo House, Waxlow Road, Park Royal, London, NW10 7NU, U.K.",6921180820223
208058,Pearl River Bridge,Pearl River Bridge Superior Dark Soy Sauce ,,8000,ml,,,,kg,Sauces and pastes ,Soya Sauces,PRB Superior Light Soy Sauce is the authentic Chinese flavour enhancer and can be used to season all types of dishes in all different cuisines.,"Water, soybeans 20%, salt, wheat flour, sugar, Preservative: potassium sorbate E202.","Contains soya, wheat gluten.",Refrigerate after opening.,523.4,125,5.3g,26g,19.6g,0g,0g,,,,3,Product of China,"SeeWoo Foods Limited, SeeWoo House, Waxlow Road, Park Royal, London, NW10 7NU, U.K.",6921180820230
041392,RMD,RMD Malaysian Curry Powder,,,,10000,g,,kg,Ingredients and Seasoning,Spice & Spice Mixes,,"Coriander Powder, Turmeric Powder, Fennel Powder, Chilli Powder, Cumin Powder, Ginger Powder, Cinnamon Powder, Wheat Flour, Salt, Bayleaves","Contains Wheat Flour, May contains traces of Mustard Powder","Store in a cool, dry conditions",1722,407,11.68g,80.28g,,4.3g,,,0.45g,,3,Product of the U.K.,R.M.D. Food WA9 4QU,5060029990015
008870,Cook's,Cooks Curry Concentrate Chinese,,,,10000,g,,kg,Sauces and pastes ,Curry sauces and pastes ,"COOKING INSTRUCTIONS: Add 1 part concentrate to 3-4 parts water depending on thickness required. Dissolve thoroughly, bring to boil and simmer for about 2 minutes stirring continuously. The sauce is now ready IT'S THAT EASY!!  SERVING SUGGESTIONS: Stir fry","Wheat Flour, Vegetable Oil, Palm Oil, Curry Powder (12.4%) (Coriander, Chilli, Cumin, Turmeric, Fennel Seed, Mustard Seed, Fenugreek Seed, Black Pepper), Salt, Water, Flavour Enhancer: Monosodium Glutamate, Coconut Cream (1.5%), Spice (0.9%), Onion Powder. ","CONTAINS: WHEAT FLOUR AND MUSTARD SEED, MAY CONTAIN TRACES OF CELERY OR SOYA ",,,,,,,,,,,,3,PRODUCT OF THE UK,Made for Wing Yip PLC 375 Nechells Park Road Nechells Birmingham B7 5NT,5013499000043
003384,Wing Yip,Wing Yip 100 Duplicate Service Pads Ref. E.F. 15,,,,,,,,,,,,,,,,,,,,,,,,1,Product of the U.K.,"W.WING YIP PLC 375 Nechells Park Road, Nechells, Birmingham, B7 5NT, UK",5027659006547
003376,Wing Yip,Wing Yip 100 Kitchen Pads Ref K.12,,,,,,,,,,,,,,,,,,,,,,,,1,Product of the U.K.,"W.WING YIP PLC 375 Nechells Park Road, Nechells, Birmingham, B7 5NT, UK",5027659006523
365155,Rolin,Rolin Disposable Bamboo Chopsticks  (50pr),,,,,,0.321,kg,Kitchen & Non Food,Disposables,,,,,,,,,,,,,,,1,Product of China,"W.WING YIP PLC 375 Nechells Park Road, Nechells, Birmingham, B7 5NT, UK",4713007005423
004440,Rolin,Rolin Disposable Bamboo Chopsticks (100pr),,,,,,0.964,kg,Kitchen & Non Food,Disposables,,,,,,,,,,,,,,,1,Product of China,"W.WING YIP PLC 375 Nechells Park Road, Nechells, Birmingham, B7 5NT, UK",4713007005263
253070,Jazz,Disposable Bamboo Chopsticks (40pairs),,,,,,0.316,kg,Kitchen & Non Food,Disposables,,,,,,,,,,,,,,,1,Product of China,"Imported by W.WING YIP PLC 375 Nechells Park Road, Nechells, Birmingham, B7 5NT, UK",4713007005348
318352,Yutaka,Disposable Chopsicks Yutaka (100pcs),,,,,,0.494,kg,Kitchen & Non Food,Disposables,Quality disposable wooden chopsticks in an attractive sleeve contains 100 chopsticks,,,,,,,,,,,,,,1,Product of China,"Tazaki Foods LTD. Po. Box 11412 Enfield EN372H, UK",5014276236815
365148,Rolin,Disposable Bamboo Chopsticks (50 pairs),,,,,,0.433,kg,Kitchen & Non Food,Disposables,,,,,,,,,,,,,,,1,Product of China,"Imported by W.WING YIP PLC 375 Nechells Park Road, Nechells, Birmingham, B7 5NT, UK",4712007005447
253070,Jazz,Jazz Bamboo Chopsticks,,,,,,0.284,kg,Kitchen & Non Food,Disposables,,,,,,,,,,,,,,,1,Product of China,Jazz Trading (London) SE18 5NS,6934159600061
323246,Hancock,Hancock Melamine Chopsticks White,,,,,,0.274,kg,Kitchen & Non Food,Tableware,,,,,,,,,,,,,,,1,Product of China,"Hancock (UK) Ltd Kitewell Lane, Lydd, Kent TN299LP",5060035805693
233668,Hancock,Hancock Melamine Chopsticks Red,,,,,,0.269,kg,Kitchen & Non Food,Tableware,,,,,,,,,,,,,,,1,Product of China,"Hancock (UK) Ltd Kitewell Lane, Lydd, Kent TN299LP",5060035805709
396911,New World,Chopsticks Bamboo 42cm ,,,,,,0.05,kg,Kitchen & Non Food,Tableware,,,,,,,,,,,,,,,1,Product of China,,5027659757296
361899,Green Dragon,Green Dragon Thai Jasmine Rice,,,,2000,g,2.048,kg,"Noodles, Rice and Flour",Rice & Rice Products,,,,,,,,,,,,,,,1,Product of Thailana,"Westmill Foods, 26 Crown Road, Enfield, EN1 1DZ. UK",5015821143343
021097,Price's,Price's Wax Lighting Tapers,,,,200,g,0.2,kg,Kitchen & Non Food,Misc Non Food,,,,,,,,,,,,,,,1,Product of the U.K.,,5010414490019
056317,B&G Bags,Chill Out Bag,,,,,,0.085,kg,Kitchen & Non Food,Misc Non Food,Ensure handles are properly closed,,,,,,,,,,,,,,1,Product of the U.K.,,5012603210279
090431,Brabantia,Brabantia Food Warmer Black,,,,,,1.273,kg,Kitchen & Non Food,"Steamers, Rice Cookers & Food Warmers","Suitable for standard candles, built in sunffers - operated from the outside, heat spreading aluminium grille, easy to move - large cool grips",,,,,,,,,,,,,,1,Made in China,"Brabantia S&L (UK) Ltd

 Blackfriars Road
Nailsea
BS48 4SB Bristol",8710755477140
117994,Brabantia,Brabantia Food Warmer Chrome,,,,,,1.254,kg,Kitchen & Non Food,"Steamers, Rice Cookers & Food Warmers","Suitable for standard candles, built in sunffers - operated from the outside, heat spreading aluminium grille, easy to move - large cool grips",,,,,,,,,,,,,,1,Made in China,"Brabantia S&L (UK) Ltd

 Blackfriars Road
Nailsea
BS48 4SB Bristol",8710755477089
019521,Brabantia,Brabantia Food Warmer White,,,,,,1.309,kg,Kitchen & Non Food,"Steamers, Rice Cookers & Food Warmers","Suitable for standard candles, built in sunffers - operated from the outside, heat spreading aluminium grille, easy to move - large cool grips",,,,,,,,,,,,,,1,Made in China,"Brabantia S&L (UK) Ltd

 Blackfriars Road
Nailsea
BS48 4SB Bristol",8710755477164
309617,Korea Foods,Korea Foods Portable Gas Stove,,,,,,2.024,kg,Kitchen & Non Food,"Steamers, Rice Cookers & Food Warmers","High heat output, built-in safety features (safety governor system), Easy to operate control system), Easy to operate control, Automatic piezoelectric ignition system with auto-safety shut off, Windshuel to protect flame",,,,,,,,,,,,,,1,,"Korea Foods Co. Ltd, Unit 5, Wyvern Industrial Estate, Beverley Way, New Malden, Surrey KT3 4PH",5060096530060
318329,Price's,Price's 50 Sentinel Nightlights,,,,,,1.097,kg,Kitchen & Non Food,Misc Non Food,Provides up to 8 hours burn time,,,,,,,,,,,,,,1,,"16 Hudson Road, Bedford, MK41 0LZ, England",5010414241666
397547,Zebo,Zebo Scourer (with handle),,,,,,0.228,kg,Kitchen & Non Food,Misc Non Food,,,,,,,,,,,,,,,1,,,5060332030149
321372,Preema,Preema Wooden Wok Brush,,,,,,0.173,kg,Kitchen & Non Food,Woks & Accessories,Used to clean iron or stainless steel woks - not non stick.,,,,,,,,,,,,,,1,,,5021507170084
370544,New World,Bamboo Wok Brush,"12""",,,,,0.255,kg,Kitchen & Non Food,Woks & Accessories,,,,,,,,,,,,,,,1,,,6937264087086
351817,Hancock,"10"" Bamboo Brush",,,,,,0.235,kg,Kitchen & Non Food,Woks & Accessories,,,,,,,,,,,,,,,1,,,5060035800759
007203,Kweilin,25cm Bamboo Chopsticks,,,,,,0.094,kg,Kitchen & Non Food,Tableware,,,,,,,,,,,,,,,1,,,4891626012999
399469,Gold Fine (China) Limited,Chopsticks China Dragon and Phoenix,,,,,,0.269,kg,Kitchen & Non Food,Tableware,Dishwasher safe colour fading resistant,,,,,,,,,,,,,,1,Product of China,,6939668703333
369280,County Sales,Mop head Thin Cord,,,,,,0.275,kg,Kitchen & Non Food,Misc Non Food,,,,,,,,,,,,,,,1,,,
369298,County Sales,Mop Head Thick Wool,,,,,,0.261,kg,Kitchen & Non Food,Misc Non Food,,,,,,,,,,,,,,,1,,,
